,F1 score,accuracy score,model,time,features
1,1.0,1.0,Decision Tree,0.012678861618041992,85
2,1.0,1.0,Random Forest,0.07047295570373535,85
3,1.0,1.0,K-Nearest Neighbors,0.5576162338256836,85
4,1.0,1.0,SVM,5.209612846374512,85
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.028509140014648438,86
1,1.0,1.0,Decision Tree,0.012228727340698242,86
2,1.0,1.0,Random Forest,0.07064390182495117,86
3,1.0,1.0,K-Nearest Neighbors,0.6181831359863281,86
4,1.0,1.0,SVM,5.204416990280151,86
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.02916097640991211,87
1,1.0,1.0,Decision Tree,0.012789011001586914,87
2,1.0,1.0,Random Forest,0.07133269309997559,87
3,1.0,1.0,K-Nearest Neighbors,0.6425819396972656,87
4,1.0,1.0,SVM,5.1193060874938965,87
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.03207087516784668,88
1,1.0,1.0,Decision Tree,0.01307821273803711,88
2,1.0,1.0,Random Forest,0.07211709022521973,88
3,1.0,1.0,K-Nearest Neighbors,0.665963888168335,88
4,1.0,1.0,SVM,5.593057155609131,88
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.02686786651611328,89
1,1.0,1.0,Decision Tree,0.01213693618774414,89
2,1.0,1.0,Random Forest,0.07082390785217285,89
3,1.0,1.0,K-Nearest Neighbors,0.550774097442627,89
4,1.0,1.0,SVM,4.9203596115112305,89
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.027474164962768555,90
1,1.0,1.0,Decision Tree,0.011905908584594727,90
2,1.0,1.0,Random Forest,0.06830286979675293,90
3,1.0,1.0,K-Nearest Neighbors,0.5632038116455078,90
4,1.0,1.0,SVM,4.901601076126099,90
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.027597904205322266,91
1,1.0,1.0,Decision Tree,0.01200103759765625,91
2,1.0,1.0,Random Forest,0.06711697578430176,91
3,1.0,1.0,K-Nearest Neighbors,0.5693228244781494,91
4,1.0,1.0,SVM,4.983918190002441,91
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.026593923568725586,92
1,1.0,1.0,Decision Tree,0.011961221694946289,92
2,1.0,1.0,Random Forest,0.06913518905639648,92
3,1.0,1.0,K-Nearest Neighbors,0.5772771835327148,92
4,1.0,1.0,SVM,4.9816999435424805,92
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.025989055633544922,93
1,1.0,1.0,Decision Tree,0.01232290267944336,93
2,1.0,1.0,Random Forest,0.06784415245056152,93
3,1.0,1.0,K-Nearest Neighbors,0.5857422351837158,93
4,1.0,1.0,SVM,5.027505397796631,93
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.02740192413330078,94
1,1.0,1.0,Decision Tree,0.012125015258789062,94
2,1.0,1.0,Random Forest,0.06984519958496094,94
3,1.0,1.0,K-Nearest Neighbors,0.5979089736938477,94
4,1.0,1.0,SVM,5.038143873214722,94
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.02756524085998535,95
1,1.0,1.0,Decision Tree,0.012062311172485352,95
2,1.0,1.0,Random Forest,0.07121682167053223,95
3,1.0,1.0,K-Nearest Neighbors,0.6083388328552246,95
4,1.0,1.0,SVM,5.180022954940796,95
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.02669811248779297,96
1,1.0,1.0,Decision Tree,0.01250004768371582,96
2,1.0,1.0,Random Forest,0.06815290451049805,96
3,1.0,1.0,K-Nearest Neighbors,0.6056327819824219,96
4,1.0,1.0,SVM,5.17343282699585,96
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.027955293655395508,97
1,1.0,1.0,Decision Tree,0.013260841369628906,97
2,1.0,1.0,Random Forest,0.0676569938659668,97
3,1.0,1.0,K-Nearest Neighbors,0.6147689819335938,97
4,1.0,1.0,SVM,5.288067817687988,97
0,0.9982788296041308,0.9983593109105825,Logistic Regression,0.030569076538085938,98
1,1.0,1.0,Decision Tree,0.012656688690185547,98
2,1.0,1.0,Random Forest,0.06875395774841309,98
3,1.0,1.0,K-Nearest Neighbors,0.6257209777832031,98
4,1.0,1.0,SVM,5.2536461353302,98
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.02862405776977539,99
1,1.0,1.0,Decision Tree,0.012697219848632812,99
2,1.0,1.0,Random Forest,0.07070612907409668,99
3,1.0,1.0,K-Nearest Neighbors,0.715897798538208,99
4,1.0,1.0,SVM,5.415564060211182,99
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.027138710021972656,100
1,1.0,1.0,Decision Tree,0.012709379196166992,100
2,1.0,1.0,Random Forest,0.07034587860107422,100
3,1.0,1.0,K-Nearest Neighbors,0.6430058479309082,100
4,1.0,1.0,SVM,5.933505058288574,100
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.027775049209594727,101
1,1.0,1.0,Decision Tree,0.01281428337097168,101
2,1.0,1.0,Random Forest,0.07526373863220215,101
3,1.0,1.0,K-Nearest Neighbors,0.6461198329925537,101
4,1.0,1.0,SVM,6.077684164047241,101
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.02766895294189453,102
1,1.0,1.0,Decision Tree,0.012803792953491211,102
2,1.0,1.0,Random Forest,0.07148194313049316,102
3,1.0,1.0,K-Nearest Neighbors,0.6699519157409668,102
4,1.0,1.0,SVM,6.384837865829468,102
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.02771449089050293,103
1,1.0,1.0,Decision Tree,0.012975215911865234,103
2,1.0,1.0,Random Forest,0.07223010063171387,103
3,1.0,1.0,K-Nearest Neighbors,0.731456995010376,103
4,1.0,1.0,SVM,6.912351846694946,103
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.02811408042907715,104
1,1.0,1.0,Decision Tree,0.013076066970825195,104
2,1.0,1.0,Random Forest,0.07209396362304688,104
3,1.0,1.0,K-Nearest Neighbors,0.7129440307617188,104
4,1.0,1.0,SVM,6.925579071044922,104
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.029001951217651367,105
1,1.0,1.0,Decision Tree,0.013232231140136719,105
2,1.0,1.0,Random Forest,0.07136201858520508,105
3,1.0,1.0,K-Nearest Neighbors,0.7207050323486328,105
4,1.0,1.0,SVM,6.9012062549591064,105
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.02829766273498535,106
1,1.0,1.0,Decision Tree,0.013417243957519531,106
2,1.0,1.0,Random Forest,0.07673215866088867,106
3,1.0,1.0,K-Nearest Neighbors,0.7401940822601318,106
4,1.0,1.0,SVM,6.974471807479858,106
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.027616024017333984,107
1,1.0,1.0,Decision Tree,0.013515949249267578,107
2,1.0,1.0,Random Forest,0.07393884658813477,107
3,1.0,1.0,K-Nearest Neighbors,0.7490029335021973,107
4,1.0,1.0,SVM,7.095082759857178,107
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.03143715858459473,108
1,1.0,1.0,Decision Tree,0.013281822204589844,108
2,1.0,1.0,Random Forest,0.07323193550109863,108
3,1.0,1.0,K-Nearest Neighbors,0.7512359619140625,108
4,1.0,1.0,SVM,7.194024085998535,108
0,0.9978476108480413,0.9979491386382281,Logistic Regression,0.027611255645751953,109
1,1.0,1.0,Decision Tree,0.01363825798034668,109
2,1.0,1.0,Random Forest,0.07247781753540039,109
3,1.0,1.0,K-Nearest Neighbors,0.7676229476928711,109
4,1.0,1.0,SVM,7.258794069290161,109
0,0.9987096774193548,0.9987694831829368,Logistic Regression,0.027657032012939453,110
1,1.0,1.0,Decision Tree,0.014127969741821289,110
2,1.0,1.0,Random Forest,0.07165002822875977,110
3,1.0,1.0,K-Nearest Neighbors,0.7702021598815918,110
4,1.0,1.0,SVM,7.287672281265259,110
0,0.9987096774193548,0.9987694831829368,Logistic Regression,0.027663707733154297,111
1,1.0,1.0,Decision Tree,0.014281988143920898,111
2,1.0,1.0,Random Forest,0.07312512397766113,111
3,1.0,1.0,K-Nearest Neighbors,0.7764348983764648,111
4,1.0,1.0,SVM,7.343307733535767,111
